distance_band,airport_id,airport_ident,gps_code,local_code,airport_name,airport_type,airport_county_fips,airport_county_name,month,mean_lead,n_obs,n_monitors,is_reid_hillview,air_temp,wind_speed,rhum,pres,wind_dir_sin,wind_dir_cos
1-3 km,3414,KBKL,KBKL,BKL,Burke Lakefront Airport,medium_airport,39035,Cuyahoga,2016-02-01,0.006,4,1,FALSE,-4.987516784667946,8.641313185150093,83.1875,99.21,-0.4378322284159848,-0.09308086839886393
1-3 km,3414,KBKL,KBKL,BKL,Burke Lakefront Airport,medium_airport,39035,Cuyahoga,2016-03-01,0.007333333333333333,6,1,FALSE,5.183318074544293,5.991918200831003,84.125,98.44,-0.32941804922870727,0.1232564590552508
1-3 km,3414,KBKL,KBKL,BKL,Burke Lakefront Airport,medium_airport,39035,Cuyahoga,2016-04-01,0.0154,5,1,FALSE,7.695001220703148,5.091608791944026,66.6,99.2325,-0.783932054166612,-0.07399924736507385
1-3 km,3414,KBKL,KBKL,BKL,Burke Lakefront Airport,medium_airport,39035,Cuyahoga,2016-05-01,0.012400000000000001,5,1,FALSE,14.719989013671897,6.049352542929917,77.6,98.8125,-0.17932746585196743,-0.1839620872224941
1-3 km,3414,KBKL,KBKL,BKL,Burke Lakefront Airport,medium_airport,39035,Cuyahoga,2016-06-01,0.015,5,1,FALSE,19.754998779296898,6.549276044452385,76.2,98.3525,-0.5053077727194972,0.08430639058685013
1-3 km,3414,KBKL,KBKL,BKL,Burke Lakefront Airport,medium_airport,39035,Cuyahoga,2016-07-01,0.0116,5,1,FALSE,23.395001220703147,4.214651864197123,70,98.694,-0.07167418693511181,-0.2456686258999748
1-3 km,3414,KBKL,KBKL,BKL,Burke Lakefront Airport,medium_airport,39035,Cuyahoga,2016-08-01,0.014499999999999999,4,1,FALSE,23.600000000000023,6.888927391956074,76.8125,98.90625,-0.3553914056848068,-0.2419528186783598
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2016-01-01,0.005366666666666667,3,1,FALSE,10.816634114583357,3.6541888896552113,47.75,98.41,-0.5990495002480142,0.7877903119224174
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2016-02-01,0.0024,2,1,FALSE,15.97498474121096,3.2484544313887844,35,98.58875,0.028762509201468462,0.9962416483626213
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2016-03-01,0.012,3,1,FALSE,16.183333333333355,4.302528304417663,47.833333333333336,98.25666666666666,-0.36169030471696967,0.13014440523374238
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2016-04-01,0.008433333333333334,3,1,FALSE,20.791670735677105,4.06398577957583,40.583333333333336,98.0225,-0.5169750568525474,0.4072250749980784
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2016-05-01,0.04,1,1,FALSE,23.899987792968773,1.7720038742213777,41,97.9775,-0.28216642597336444,0.9593654715766134
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2016-06-01,0.0139,2,1,FALSE,34.01250610351565,3.164029609263147,25.875,97.64,-0.06315369884497174,0.10066533147629847
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2016-07-01,0.026099999999999998,2,1,FALSE,30.950006103515648,3.5933425326303663,31.25,97.5875,-0.7077375734302884,-0.6740793978274018
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2016-08-01,0.034633333333333335,3,1,FALSE,29.19166463216148,2.5824799760490578,41.75,97.7375,-0.396528741591663,0.04391957108797775
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2016-09-01,0.0087,2,1,FALSE,26.399987792968773,5.338918085803305,44.5,97.90375,-0.8572020950669039,-0.2717826010792397
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2016-10-01,0.015533333333333333,3,1,FALSE,22.449995930989605,1.4405809410465662,45.583333333333336,97.9275,-0.513541353404728,0.1327812044493287
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2016-11-01,0.0296,2,1,FALSE,21.924981689453148,5.2024746343273804,29.75,98.18375,-0.8135075187607808,0.5090772394280787
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2016-12-01,0.014266666666666667,3,1,FALSE,13.541660563151064,3.1396713052694327,51.5,98.30833333333334,-0.6568954056160389,-0.07774923429117153
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2017-01-01,0.008733333333333333,3,1,FALSE,13.449985758463564,2.630045341579679,56.75,98.46916666666667,0.08890337818307081,0.37893835029186423
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2017-02-01,0.0014,1,1,FALSE,14.475000000000023,2.572084359956622,67.5,98.2025,0.4665477020761303,0.8844960382542606
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2017-03-01,0.010033333333333333,3,1,FALSE,17.874993896484398,5.766927607411715,55.833333333333336,98.14833333333334,-0.9916726353109389,0.09863661410414055
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2017-05-01,0.0057,3,1,FALSE,20.17500203450523,4.521024786499247,41.333333333333336,97.6125,-0.09315563571339007,-0.11942161909691329
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2017-06-01,0.029650000000000003,2,1,FALSE,24.600000000000023,1.7713518011828673,43.875,97.69874999999999,-0.2528667098295328,-0.3971413400372464
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2017-07-01,0.035333333333333335,3,1,FALSE,27.324995930989605,2.841382096557187,50.083333333333336,97.965,0.03712592444982791,-0.6341429751619417
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2017-08-01,0.00885,2,1,FALSE,28.237481689453148,3.851462643806141,40.875,97.79375,-0.8470835949428079,-0.5032139386532231
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2017-09-01,0.00465,2,1,FALSE,24.087503051757835,3.1998507107217673,60.5,97.81125,-0.1760122431041226,-0.6342397800348283
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2017-10-01,0.004366666666666666,3,1,FALSE,21.374983723958355,3.5061963911017378,35.333333333333336,97.95083333333334,0.010275286425773723,0.31737166322398785
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2017-11-01,0.033166666666666664,3,1,FALSE,21.141656494140648,1.7964826651439028,45.083333333333336,98.0925,-0.8167661137327785,0.5193719186488591
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2017-12-01,0.02085,2,1,FALSE,12.537469482421898,3.449994175920069,35.625,98.55625,-0.4927073574234167,0.8695930467256601
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2018-01-01,0.004353333333333333,3,1,FALSE,17.98334147135419,3.869556500029037,32,98.51833333333333,-0.28430947186820077,0.8968340502877693
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2018-02-01,0.00716,2,1,FALSE,15.887490844726585,4.389621817023874,46.75,98.13625,-0.0784048750342613,-0.05758431191627189
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2018-03-01,0.004036666666666667,3,1,FALSE,14.225000000000023,2.597857038361001,58.75,98.1575,0.9212762470436991,-0.16240776267162235
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2018-04-01,0.0063750000000000005,2,1,FALSE,22.274987792968773,4.141846629922167,50.75,97.8775,0.9556940061728691,-0.0779142638996176
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2018-05-01,0.010616666666666667,3,1,FALSE,18.891656494140648,2.9299994535516722,54.25,97.77166666666666,-0.847477080335328,-0.2721971815789183
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2018-06-01,0.012140000000000001,2,1,FALSE,23.749993896484398,2.670238743708823,42.875,97.71000000000001,-0.12621216104696759,-0.38650155629967964
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2018-07-01,0.026099999999999998,2,1,FALSE,30.249993896484398,7.422025405785005,44,97.91,-0.10087894281875603,-0.3467280839227287
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2018-08-01,0.011559999999999999,3,1,FALSE,29.308323160807316,2.269429191190787,41.583333333333336,97.86,-0.15636518645336417,-0.40978843636327067
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2018-11-01,0.0317,1,1,FALSE,17.649987792968773,0.9384167261333195,53.5,98.5,0.7459372457728578,-0.6660162350639833
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2018-12-01,0.00574,2,1,FALSE,13.937493896484398,3.9564733574828574,29.625,98.42375,-0.9159891586118265,0.35625510155458373
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2019-02-01,0.02410333333333333,3,1,FALSE,14.224989827473982,2.741667705531771,52.666666666666664,98.22166666666666,-0.13144851645682565,-0.15330362651841087
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2019-03-01,0.00152,1,1,FALSE,11.749963378906273,4.019951562732401,52,97.895,-0.9950372207451758,0.09950341366865999
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2019-05-01,0.01987,2,1,FALSE,20.587487792968773,2.1734161121767266,51.125,97.75625,-0.3806225769051537,-0.8242332184212925
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2019-06-01,0.0143,3,1,FALSE,22.108321126302105,1.4850285731800519,47.666666666666664,97.59916666666666,0.14780036628964535,-0.6567047939081886
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2019-07-01,0.024800000000000003,2,1,FALSE,25.975000000000023,3.8254653651897184,36.625,97.8,-0.9197764099409453,-0.388677157254467
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2019-08-01,0.031166666666666665,3,1,FALSE,28.524987792968773,3.0230687276209043,45.25,97.93,-0.9793949544017387,0.011814316915635031
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2019-09-01,0.009486666666666668,3,1,FALSE,25.758335367838566,3.902711308696334,44.75,97.77833333333334,-0.9995291590476088,0.02312850388152339
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2019-10-01,0.004235,2,1,FALSE,23.075006103515648,4.601504963260599,26.375,97.80250000000001,-0.6584449920755795,0.6785894452525899
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2019-11-01,0.00699,3,1,FALSE,16.924971516927105,4.769324597250293,52.666666666666664,97.765,-0.4842470973339094,0.17978789919998947
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2019-12-01,0.00506,2,1,FALSE,16.174981689453148,5.035511745113751,51.375,98.245,-0.32690382474580104,-0.2564175596572709
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2020-01-01,0.014253333333333333,3,1,FALSE,14.558312988281273,4.060848900230354,44.166666666666664,98.64333333333333,0.8347427613076065,0.49855442313080367
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2020-02-01,0.004945000000000001,2,1,FALSE,17.92499694824221,2.42575519495912,41.875,98.04875000000001,-0.2782243336492106,0.1452287332274958
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2020-03-01,0.00998,2,1,FALSE,16.34998474121096,1.562690476271979,53.375,98.21000000000001,0.95899868063979965,-0.2829603034044992
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2021-04-01,0.0018166666666666667,3,1,FALSE,18.59998982747398,2.375462192314802,44.25,97.99833333333333,0.38860822120344257,0.6269701020391608
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2021-05-01,0.0019950000000000002,2,1,FALSE,17.699990844726585,2.957261155394802,49.5,97.8575,0.8531065392176838,-0.4523027616275378
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2021-06-01,0.013266666666666666,3,1,FALSE,28.733331298828148,3.0157503945620467,33.333333333333336,97.47166666666666,-0.6651650861933694,-0.19170936887594994
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2021-07-01,0.0177,2,1,FALSE,30.812493896484398,1.2405305612890534,40.75,97.62125,-0.03402235821184607,0.7750745578165184
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2021-08-01,0.0021433333333333335,3,1,FALSE,30.241662597656273,1.469694420764179,41.083333333333336,97.95916666666666,0.08203460300365832,0.8806970651966572
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2021-09-01,0.016055,2,1,FALSE,27.962503051757835,2.661923828692713,42.875,97.83375000000001,-0.6330420561961699,0.6744510724199102
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2021-10-01,0.004183333333333333,3,1,FALSE,19.949985758463566,6.978203171925057,41.666666666666664,97.82583333333334,-0.6710377211569779,0.42066585753529445
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2021-11-01,0.225545,2,1,FALSE,20.624993896484398,3.328754463412606,39.25,98.23125,-0.8623333771932646,0.42658464023154163
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2021-12-01,0.011176666666666666,3,1,FALSE,14.033319091796898,4.234264227537613,58.916666666666664,98.14666666666666,-0.2015624199854442,0.04908610269249131
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2022-01-01,0.016443333333333334,3,1,FALSE,16.124983723958355,1.566252289672727,35.833333333333336,98.44416666666667,-0.7852803578047418,0.4236859863190448
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2022-02-01,0.00352,2,1,FALSE,15.21247253417971,3.699052278683445,45.75,98.12125,0.12126760677131156,-0.014928756730223147
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2022-03-01,0.008,3,1,FALSE,15.791660563151064,2.4201221038913387,51.583333333333336,98.27166666666668,-0.9300043410910633,-0.18069022993826056
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2022-04-01,0.0076100000000000004,2,1,FALSE,16.387506103515648,3.553604838964307,58.375,97.87875,0.2250025226673758,-0.16837583513391707
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2022-05-01,0.0038766666666666667,3,1,FALSE,21.075006103515648,3.5443233496629407,48.416666666666664,97.6825,-0.3901059479305302,-0.3985727651951067
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2022-06-01,0.010920000000000001,2,1,FALSE,29.100000000000023,0.8134963069606258,33.5,97.71625,-0.8023887850053617,0.04001897472046295
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2022-07-01,0.017153333333333333,3,1,FALSE,27.17499186197919,4.699094723817221,42.5,97.77833333333334,-0.9104469708262871,0.14457336322886205
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2022-08-01,0.005435000000000001,2,1,FALSE,27.837487792968773,0.9963018620398287,50.25,97.9225,-0.32729929397320423,-0.636003874286138
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2022-09-01,0.005706666666666666,3,1,FALSE,29.216658528645855,6.576789745548617,42.5,97.64416666666666,-0.6337601502359439,-0.07690088216293826
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2022-10-01,0.006295,2,1,FALSE,25.337487792968773,2.0224500374410583,43.875,98.13624999999999,-0.5686473521334396,0.8220015735069994
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2022-11-01,0.008663333333333334,3,1,FALSE,17.433323160807316,3.549944933474494,39.333333333333336,98.23916666666666,-0.4188049265928717,0.07253409413443065
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2022-12-01,0.007015,2,1,FALSE,10.987512207031273,3.5312960808879272,60.875,98.22125,0.07655697983732768,0.2009136944413903
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2023-01-01,0.00546,3,1,FALSE,12.608310953776064,4.005326108234845,55.75,98.6775,-0.3273402490186824,0.7086010357415926
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2023-02-01,0.019465,2,1,FALSE,14.024987792968773,3.242161055041696,33.375,98.51875000000001,0.6657275274433374,0.6266492064082219
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2023-03-01,0.0032533333333333333,3,1,FALSE,13.633335367838564,2.641636180239187,66,98.21666666666667,-0.4405013159832676,-0.21327514370975778
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2023-04-01,0.004823333333333333,3,1,FALSE,18.65832926432294,3.483334425343912,39.5,97.945,0.20081082462484168,0.08200864850864753
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2023-05-01,0.00447,2,1,FALSE,20.699975585937523,1.9980124339151597,48.375,97.805,0.7247493182351519,-0.6844311854155534
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2023-06-01,0.0066033333333333335,3,1,FALSE,23.058323160807316,2.2919469985997223,45.166666666666664,97.68833333333333,-0.24215689636215568,-0.10257918812560973
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2023-07-01,0.00938,2,1,FALSE,29.98749694824221,1.9101090605195492,36.375,97.7825,0.9671740234901265,0.011309648677514841
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2023-08-01,0.0037333333333333333,3,1,FALSE,31.783319091796898,3.733808021950402,32.083333333333336,97.7225,-0.27855752433624664,0.1434830183508991
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2023-09-01,0.005595,2,1,FALSE,26.624963378906273,2.7148833415069022,46.125,97.83875,-0.07937962709128893,0.18601806275063404
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2023-10-01,0.004633333333333333,3,1,FALSE,20.53332926432294,2.687995022754145,54.083333333333336,98.03333333333333,-0.5214994637746289,0.29830582048518467
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2023-11-01,0.00255,2,1,FALSE,16.074990844726585,3.045115602700199,60,98.1825,-0.5020867104268523,0.7693695278616436
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2023-12-01,0.008643333333333333,3,1,FALSE,11.366652425130232,2.7716785861895654,63.5,98.5175,0.6851412041506169,0.3241882767450426
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2024-01-01,0.010353333333333334,3,1,FALSE,15.824995930989607,2.3686641472184573,59,98.185,-0.6125828884233774,-0.6357530483046427
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2024-02-01,0.00234,2,1,FALSE,14.949990844726585,6.133439283601996,49.75,98.40875,-0.8384355900099094,0.5010604166960031
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2024-03-01,0.003456666666666667,3,1,FALSE,14.791650390625023,2.9288801225438896,64.25,97.74583333333334,-0.07827506419117004,0.1422781208479635
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2024-04-01,0.00822,2,1,FALSE,21.725000000000023,2.98957283293235,38.75,97.78125,0.07480064462025676,-0.2814295323309036
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2024-05-01,0.00545,3,1,FALSE,19.65833943684898,3.2603969532152273,50.416666666666664,97.86416666666666,0.3223839977504297,0.07384030421873328
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2024-06-01,0.007005,2,1,FALSE,26.799981689453148,1.350774636998218,45.375,97.67125,0.3964373781315616,0.3916388563885419
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2024-07-01,0.021173333333333332,3,1,FALSE,27.933312988281273,2.4720983203337754,41.75,97.77666666666667,0.3251806155231473,-0.013114715746882777
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2024-08-01,0.012450000000000001,2,1,FALSE,29.824975585937523,2.4253879542554175,45.5,97.78999999999999,0.3067678245990809,-0.2305335018660727
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2024-09-01,0.008576666666666666,3,1,FALSE,25.491672770182316,2.523790131268684,50.25,97.64833333333334,-0.07680521723317792,0.32020086856389496
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2024-10-01,0.01193,2,1,FALSE,23.575006103515648,3.592852348343966,31.5,98.07249999999999,-0.26489751772096104,0.7288099704125839
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2024-11-01,0.020776666666666666,3,1,FALSE,17.84998982747398,1.9772048991996105,40.25,98.15416666666667,0.5526485820665131,0.27023708143489894
1-3 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,2024-12-01,0.0173,2,1,FALSE,17.78748474121096,1.6105262424395388,33.875,98.4625,-0.7068286868888332,0.5694006985572215
1-3 km,3479,KDAL,KDAL,DAL,Dallas Love Field,large_airport,48113,Dallas,2016-01-01,0.003,4,1,FALSE,8.756227111816429,5.329868564437795,79.625,99.094375,-0.06505181808664537,-0.3795717893877081
1-3 km,3479,KDAL,KDAL,DAL,Dallas Love Field,large_airport,48113,Dallas,2016-02-01,0.002,3,1,FALSE,12.833327229817732,5.8572489205459295,63,99.17083333333333,-0.030062218113476574,0.2795129141590218
1-3 km,3479,KDAL,KDAL,DAL,Dallas Love Field,large_airport,48113,Dallas,2016-03-01,0.008333333333333333,6,1,FALSE,15.845819091796898,5.329409356010546,72.33333333333333,98.37875,-0.3214364921754091,-0.36175829404512344
1-3 km,3479,KDAL,KDAL,DAL,Dallas Love Field,large_airport,48113,Dallas,2016-04-01,0.004,5,1,FALSE,19.85498657226565,4.180453818930531,73.7,98.5835,0.17001441911589996,0.029094950690607517
1-3 km,3479,KDAL,KDAL,DAL,Dallas Love Field,large_airport,48113,Dallas,2016-05-01,0.0072,5,1,FALSE,22.615002441406272,4.7421550008838125,75,98.8185,-0.07854718434648143,-0.16334270106360677
1-3 km,3479,KDAL,KDAL,DAL,Dallas Love Field,large_airport,48113,Dallas,2016-06-01,0.0042,5,1,FALSE,26.629992675781274,4.425650002259085,74.15,98.72,0.10171429265642164,-0.32190772692884945
1-3 km,3479,KDAL,KDAL,DAL,Dallas Love Field,large_airport,48113,Dallas,2016-07-01,0.0026,5,1,FALSE,30.199993896484397,6.301797473929508,55.45,98.6325,-0.024431020285244874,-0.922315051322952
1-3 km,3479,KDAL,KDAL,DAL,Dallas Love Field,large_airport,48113,Dallas,2016-08-01,0.0016,5,1,FALSE,28.48499145507815,3.602230680118046,63.05,98.7745,-0.598477561576211,-0.6025483347592282
1-3 km,3479,KDAL,KDAL,DAL,Dallas Love Field,large_airport,48113,Dallas,2016-09-01,0.003,5,1,FALSE,25.845001220703146,4.21728722877824,71.55,98.8825,0.3321974661126941,-0.23500217914200552
1-3 km,3479,KDAL,KDAL,DAL,Dallas Love Field,large_airport,48113,Dallas,2016-10-01,0.0036,5,1,FALSE,20.859979248046898,5.505067186877333,60,99.2115,0.0339751095569699,-0.2954399508871048
1-3 km,3479,KDAL,KDAL,DAL,Dallas Love Field,large_airport,48113,Dallas,2016-11-01,0.0025,2,1,FALSE,20.649987792968773,4.35513314962761,88.25,99.05250000000001,-0.29975996227958457,-0.4363275411357175
1-3 km,3479,KDAL,KDAL,DAL,Dallas Love Field,large_airport,48113,Dallas,2016-12-01,0.021,3,1,FALSE,8.908308919270857,5.5471308681360005,79.25,99.44166666666666,-0.005602487027985774,0.27074620385713094
1-3 km,3632,KLAX,KLAX,LAX,Los Angeles International Airport,large_airport,06037,Los Angeles,2016-01-01,0.0032,5,1,FALSE,8.214984130859397,3.2838039868990743,64.15,91.95,0.12620791439973414,0.10410018079734092
1-3 km,3632,KLAX,KLAX,LAX,Los Angeles International Airport,large_airport,06037,Los Angeles,2016-02-01,0.0035,4,1,FALSE,13.674989318847679,2.136572831545397,46,92.138125,-0.01999647840478342,-0.027393525183781443
1-3 km,3632,KLAX,KLAX,LAX,Los Angeles International Airport,large_airport,06037,Los Angeles,2016-03-01,0.0024000000000000002,5,1,FALSE,13.314990234375022,3.1247942463778755,53.6,91.823,0.11871702112606478,0.16412556823424823
1-3 km,3632,KLAX,KLAX,LAX,Los Angeles International Airport,large_airport,06037,Los Angeles,2016-04-01,0.0024000000000000002,5,1,FALSE,16.339990234375023,3.127211202280994,49.5,91.79599999999999,-0.5548055588610096,-0.05097484157062045
1-3 km,3632,KLAX,KLAX,LAX,Los Angeles International Airport,large_airport,06037,Los Angeles,2016-05-01,0.0012000000000000001,5,1,FALSE,16.314996337890648,3.87444375993422,54.75,91.57,0.07107792202635607,-0.21293815391001028
1-3 km,3632,KLAX,KLAX,LAX,Los Angeles International Airport,large_airport,06037,Los Angeles,2016-06-01,0.0015,4,1,FALSE,22.812493896484398,3.4151079898848575,38.8125,91.718125,0.4461768843885505,-0.6679435935303987
1-3 km,3632,KLAX,KLAX,LAX,Los Angeles International Airport,large_airport,06037,Los Angeles,2016-07-01,0.001,5,1,FALSE,24.445001220703148,2.6652511281434714,34.3,91.571,0.2349507449538931,-0.4514471177701123
1-3 km,3632,KLAX,KLAX,LAX,Los Angeles International Airport,large_airport,06037,Los Angeles,2016-08-01,8e-4,5,1,FALSE,22.569989013671897,3.838905631022707,43.85,91.6605,0.005847187849700386,-0.5064571896263095
1-3 km,3632,KLAX,KLAX,LAX,Los Angeles International Airport,large_airport,06037,Los Angeles,2016-09-01,0.0044,5,1,FALSE,21.03499145507815,4.71462625490381,42.9,91.7475,-0.2877904882620106,-0.05680676711334276
1-3 km,3632,KLAX,KLAX,LAX,Los Angeles International Airport,large_airport,06037,Los Angeles,2016-10-01,0.0024000000000000002,5,1,FALSE,18.90498657226565,1.7386223839016823,39.75,91.745,-0.61028315905554,0.044429387569550345
1-3 km,3632,KLAX,KLAX,LAX,Los Angeles International Airport,large_airport,06037,Los Angeles,2016-11-01,0.004,5,1,FALSE,15.764990234375023,4.448003315275691,34.3,92,0.16558643646980878,0.020218973786033104
