distance_band,airport_id,airport_ident,gps_code,local_code,airport_name,airport_type,airport_county_fips,month,mean_lead,n_obs,n_monitors,is_reid_hillview,air_temp,wind_speed,rhum,pres,wind_dir_sin,wind_dir_cos,post,treated,treated_post,log_lead
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2001-12-01,0.006,6,1,FALSE,9.989994303385439,8.53565222461382,83.74666849772136,99.88333333333334,-0.9173343197957962,0.12613028469286605,FALSE,FALSE,0,-4.961845129926823
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2002-01-01,0.0045000000000000005,4,1,FALSE,10.214990234375023,4.8113775405149335,84.375,100.565,0.8173449557258945,0.2955680864679939,FALSE,FALSE,0,-5.2030071867437115
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2002-02-01,0.010142857142857143,7,1,FALSE,10.854289899553594,4.455141619340418,88.78571428571429,100.44142857142857,-0.025318736120087487,0.28934398459832805,FALSE,FALSE,0,-4.496956601347859
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2002-03-01,0.006,5,1,FALSE,10.554003906250022,2.1380167726095167,77.65,100.214,-0.6950553837290794,0.4143995872482201,FALSE,FALSE,0,-4.961845129926823
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2002-04-01,0.01,6,1,FALSE,14.873335774739607,3.276153468483455,79.66666666666667,99.64333333333333,0.019129511394110243,0.2992922026495349,FALSE,FALSE,0,-4.509860006183766
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2002-05-01,0.00375,4,1,FALSE,12.300012207031273,5.082503066626031,80,99.655,0.41811982981257884,-0.03519558230922171,FALSE,FALSE,0,-5.349610660935587
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2002-06-01,0.0075,6,1,FALSE,16.166670735677105,3.1858774898120696,72.75,99.61666666666666,0.34704556961804267,0.43591414348935853,FALSE,FALSE,0,-4.767689115485866
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2002-07-01,0.007,6,1,FALSE,17.99000447591148,4.190897838825427,71.58333333333333,99.80333333333333,0.8305301500141933,0.12805770091232666,FALSE,FALSE,0,-4.8283137373023015
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2002-08-01,0.005833333333333334,6,1,FALSE,18.22333170572919,2.1127693212128422,68.83333333333333,99.72666666666666,-0.8242749803335171,0.3538917665062463,FALSE,FALSE,0,-4.985942681505884
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2002-09-01,0.004833333333333334,6,1,FALSE,16.393334960937523,3.0594837815672884,75.41666666666667,99.66666666666667,-0.11049259374152896,0.19649689599654763,FALSE,FALSE,0,-5.144166686720778
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2002-10-01,0.005875,4,1,FALSE,14.200006103515648,5.123958022995831,74.5,99.83,-0.9881486147076048,0.11429058751162403,FALSE,FALSE,0,-4.979863635429502
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2002-11-01,0.010785714285714286,7,1,FALSE,14.394289725167434,4.619319267526504,53.285714285714285,100.27285714285715,-0.10843451676306358,0.47522211366566397,FALSE,FALSE,0,-4.440867134696815
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2002-12-01,0.012,6,1,FALSE,11.790002441406273,3.6886120237745366,85.91666666666667,100.35666666666667,-0.5274525395895162,0.14597316000839253,FALSE,FALSE,0,-4.3428059215206005
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2003-01-01,0.01,6,1,FALSE,12.673343912760439,2.60564041209379,89.5,100.45,0.4562956562579838,0.7937721213229006,FALSE,FALSE,0,-4.509860006183766
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2003-02-01,0.001875,4,1,FALSE,9.285012817382835,4.254999471088151,82.375,100.15,0.3866498991099092,0.9145333365717794,FALSE,FALSE,0,-5.851702604732823
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2007-01-01,0.0108,4,1,FALSE,7.675012207031273,6.6152488905333175,78.75,101.075,-0.5773090203388763,0.5654443625696784,FALSE,FALSE,0,-4.439655747510518
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2007-02-01,0.01134,10,1,FALSE,10.132006835937522,4.628930999986127,87.35,100.024,-0.10166799589062411,0.13946852186461828,FALSE,FALSE,0,-4.394909260504895
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2007-03-01,0.00930909090909091,11,1,FALSE,13.009995339133546,4.454349274721866,85.4090909090909,100.18,-0.5484588972954304,0.4985714023960781,FALSE,FALSE,0,-4.574729160486855
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2007-04-01,0.0054,4,1,FALSE,11.29999694824221,4.454421903249144,78.375,100.38,0.2363794101594893,0.8703687084873328,FALSE,FALSE,0,-5.051457288616511
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2007-05-01,0.00845,6,1,FALSE,14.446669514973982,3.5785960724720423,71.58333333333333,100.02,0.3029860849529353,0.5336869581729352,FALSE,FALSE,0,-4.6617405374764855
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2007-06-01,0.007475,4,1,FALSE,16.55500183105471,5.035237424407127,69.125,99.59,0.09015445751613399,0.7593033083380143,FALSE,FALSE,0,-4.770634625715623
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2007-07-01,0.0057,3,1,FALSE,17.48334147135419,4.399305390185969,77.33333333333333,99.61333333333333,0.12180764069320194,0.5274247797184037,FALSE,FALSE,0,-5.005647752585217
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2007-08-01,0.009425,4,1,FALSE,19.564996337890648,3.797285171051663,68,99.57499999999999,-0.8017450505523993,0.5971224749829677,FALSE,FALSE,0,-4.563548511297272
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2007-09-01,0.0056,4,1,FALSE,19.032510375976585,3.131064469619175,63.9375,99.67999999999999,-0.6587316086548382,0.6801277420796659,FALSE,FALSE,0,-5.0206856299497575
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2007-10-01,0.0081,4,1,FALSE,14.804986572265648,3.855721630042283,64.25,99.99000000000001,-0.5861224445393616,0.0470135455048154,FALSE,FALSE,0,-4.699480865459333
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2007-11-01,0.0183,5,1,FALSE,12.826000976562522,6.027852592076013,66.85,100.25,-0.8530768799542798,0.5140093528106979,FALSE,FALSE,0,-3.947650183071297
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2007-12-01,0.0078,2,1,FALSE,10.329980468750023,3.3097488243530795,85.75,100.31,-0.6949177033720584,-0.7190892750834933,FALSE,FALSE,0,-4.733003557497977
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2009-01-01,0.001025,4,1,FALSE,10.822496032714866,4.330684329343858,78.75,100.4375,-0.7115368811307736,0.6825492100241484,FALSE,FALSE,0,-6.202185578423634
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2009-02-01,0.001225,4,1,FALSE,11.640008544921898,5.29494780104969,91.375,99.855,0.6314245951794041,-0.6817954278481027,FALSE,FALSE,0,-6.107998363363934
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2009-03-01,0.004414285714285714,7,1,FALSE,12.101438685825915,5.506257794088914,85.46428571428571,99.87428571428572,0.42249016731945943,0.26223254419591674,FALSE,FALSE,0,-5.21871431594907
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2009-04-01,0.007575,4,1,FALSE,15.205010986328148,4.327696867497489,66.375,99.91499999999999,-0.611612126532934,0.3003123755734271,FALSE,FALSE,0,-4.758904285930133
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2009-05-01,0.005966666666666667,6,1,FALSE,13.780013020833357,3.183992352571903,68.41666666666667,99.95333333333333,-0.0411478269652128,0.5861684706228587,FALSE,FALSE,0,-4.966618408679482
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2009-06-01,0.004399999999999999,6,1,FALSE,17.850020345052105,4.844103054290248,70.91666666666667,99.52666666666667,-0.3433837061766366,-0.060651509850075315,FALSE,FALSE,0,-5.221356325411908
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2009-07-01,0.00445,4,1,FALSE,17.840005493164085,3.319384714568148,67.75,99.81,-0.7696255484337055,0.6384769963734076,FALSE,FALSE,0,-5.212139670306985
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2009-08-01,0.0031333333333333335,6,1,FALSE,19.830000813802105,5.007496974747779,59.833333333333336,99.71666666666667,-0.2422510696807149,0.5601299119652446,FALSE,FALSE,0,-5.488671095039256
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2009-09-01,0.006725,4,1,FALSE,20.200006103515648,3.105437757299079,54.25,99.825,-0.6124002377408503,0.5901253028147668,FALSE,FALSE,0,-4.863293456198328
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2009-10-01,0.006166666666666667,6,1,FALSE,14.370009358723982,7.168968511096143,62.083333333333336,99.66,-0.36377778706422037,0.8462055935408347,FALSE,FALSE,0,-4.938314632516629
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2009-11-01,0.010175,4,1,FALSE,11.844995117187523,7.597621403037286,71.875,100.03999999999999,-0.9433404542800173,0.32387614829683997,FALSE,FALSE,0,-4.494076138482504
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2009-12-01,0.00656,5,1,FALSE,9.860009765625023,6.0597510096821825,88.2,100.1,-0.9695717630003552,0.014835365607577717,FALSE,FALSE,0,-4.884884088790695
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2010-04-01,0.00385,6,1,FALSE,11.613326009114607,3.322134966306884,78.08333333333333,100.01,0.938070400711476,0.17479493648970001,FALSE,FALSE,0,-5.328776574032745
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2010-05-01,0.00205,4,1,FALSE,13.144998168945335,5.389070074213,74.25,100.22999999999999,0.9194502827217126,0.3930802026624482,FALSE,FALSE,0,-5.792613688362817
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2010-06-01,0.0013333333333333333,6,1,FALSE,15.853326416015648,2.8280124597524323,76.66666666666667,99.85000000000001,-0.38584800399710023,0.45974117594819425,FALSE,FALSE,0,-6.060457418594933
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2010-07-01,0.002116666666666667,6,1,FALSE,17.306665039062523,2.5673137921173264,70.5,99.58666666666666,0.03627891528678589,0.3404894281529525,FALSE,FALSE,0,-5.770991224349651
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2010-08-01,0.0036,4,1,FALSE,18.69001159667971,2.9331413754346585,63.75,99.57,0.2072245148484433,0.6179944476544641,FALSE,FALSE,0,-5.381698975487088
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2010-09-01,0.0028666666666666667,6,1,FALSE,19.323327636718773,2.609384762242459,67,99.41666666666667,-0.5863858971551427,0.6379390916224426,FALSE,FALSE,0,-5.555362469537927
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2010-10-01,0.003025,4,1,FALSE,17.260003662109398,3.80758676559413,70.625,99.91499999999999,-0.26122805086831574,0.7580406953426708,FALSE,FALSE,0,-5.51523036811161
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2010-11-01,0.00265,2,1,FALSE,12.720010375976585,4.139991897056789,71.75,99.98,-0.28681812750434865,0.955017508716344,FALSE,FALSE,0,-5.613028111387737
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2010-12-01,0.001675,4,1,FALSE,12.184991455078148,4.8340142128162675,95,99.695,-0.014771414554675455,-0.4194657344954582,FALSE,FALSE,0,-5.923805898634167
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2011-01-01,0.003,3,1,FALSE,10.473352050781273,4.903582903563484,92.08333333333333,100.52,0.7038771151710849,0.6629918703077546,FALSE,FALSE,0,-5.521460917862246
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2011-06-01,0.00325,4,1,FALSE,16.825006103515648,3.254652731895278,70.25,99.495,0.7261738125593835,0.6869510827475511,FALSE,FALSE,0,-5.4608362960458114
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2011-07-01,0.0022,6,1,FALSE,16.86999918619794,3.7587492763859522,73.5,99.51333333333334,0.29976165788371967,0.7731258974826175,FALSE,FALSE,0,-5.744604469176456
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2011-08-01,0.0029666666666666665,6,1,FALSE,17.696679687500023,3.7560210532209597,73.83333333333333,99.54666666666667,-0.041284814139392535,0.5491915032803967,FALSE,FALSE,0,-5.529829167532763
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2011-09-01,0.0032500000000000003,4,1,FALSE,18.725015258789085,1.7088576517123046,73.625,99.825,0.0034787438300022955,0.3457772304767306,FALSE,FALSE,0,-5.4608362960458114
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2011-10-01,0.0047,5,1,FALSE,16.71600341796877,2.4487391843036073,68.8,99.94200000000001,-0.25901837867513006,0.7926534631199136,FALSE,FALSE,0,-5.1672891041416324
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2011-11-01,0.00485,4,1,FALSE,12.835000610351585,6.068317907095546,72.875,99.715,-0.4267899832682741,-0.7179248398462739,FALSE,FALSE,0,-5.141313617738372
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2012-01-01,0.021666666666666667,3,1,FALSE,10.056685384114607,2.4271259207836358,74.25,100.34,-0.7988275927527687,0.31455099196952674,FALSE,FALSE,0,-3.78685986247414
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2012-02-01,0.0038166666666666666,6,1,FALSE,9.266666666666689,3.5530009947012413,73,99.8,-0.1979444983509292,0.9480289301634832,FALSE,FALSE,0,-5.335673153091806
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2012-03-01,0.0016666666666666668,3,1,FALSE,11.459995524088564,2.7838068104898834,86.08333333333333,99.99666666666667,-0.631075424032115,0.48967203931486675,FALSE,FALSE,0,-5.926926025970411
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2012-04-01,0.00145,6,1,FALSE,11.526656087239607,4.185600979653435,78.41666666666667,100.34333333333333,-0.6657070051328903,0.6755524533525753,FALSE,FALSE,0,-6.011667254425501
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2012-05-01,0.0040999999999999995,4,1,FALSE,16.454995727539085,3.0858831636145356,69.25,99.795,0.08766152984690292,0.8364427033309564,FALSE,FALSE,0,-5.278514739251857
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2012-06-01,0.0032333333333333333,6,1,FALSE,15.636661783854189,3.8142013569798547,76.33333333333333,99.57000000000001,-0.5358345208962465,0.6841676607102051,FALSE,FALSE,0,-5.464765574185701
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2012-07-01,0.0029,4,1,FALSE,17.124993896484398,3.00398345400696,71.125,99.95,-0.2875670960642608,0.8960123546383206,FALSE,FALSE,0,-5.546778725846536
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2012-08-01,0.003966666666666667,6,1,FALSE,19.693343098958355,3.375446416589102,62.333333333333336,99.58333333333333,-0.2968201539290372,0.4420609061433621,FALSE,FALSE,0,-5.3050063546988335
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2012-09-01,0.00368,5,1,FALSE,17.800000000000022,3.3679080247718263,62.9,99.962,-0.7395559209949566,0.5350315719899726,FALSE,FALSE,0,-5.3644571690525815
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2012-10-01,0.0033750000000000004,4,1,FALSE,13.260003662109398,1.5754452601671012,82.25,99.97999999999999,0.08530422125998002,-0.8639064816756213,FALSE,FALSE,0,-5.431848759172559
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2012-11-01,0.003766666666666667,6,1,FALSE,15.339990234375023,7.083512276894582,80.25,99.86666666666667,-0.06531364659400873,-0.5419755102372863,FALSE,FALSE,0,-5.346108030384385
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2012-12-01,0.003225,4,1,FALSE,12.135003662109398,5.84442342597176,83,99.965,0.5292896491831623,-0.31937961076370974,FALSE,FALSE,0,-5.466736018173
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2013-01-01,0.008966666666666666,6,1,FALSE,8.763330078125023,4.838787704614149,70.08333333333333,100.76333333333334,0.46154994072905603,0.6614017329438187,FALSE,FALSE,0,-4.608509087253606
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2013-02-01,0.0026,4,1,FALSE,8.92499694824221,5.785171433193025,71.5,100.015,-0.2953665939139025,0.7625729008051702,FALSE,FALSE,0,-5.626821433520073
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2013-04-01,0.004725,4,1,FALSE,15.335015869140648,5.011532249496101,64.75,99.995,-0.4173842972110594,0.7447918172713399,FALSE,FALSE,0,-5.1629127295418336
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2013-05-01,0.0032166666666666667,6,1,FALSE,15.373325602213564,2.03413923537735,76.16666666666667,99.69666666666667,-0.21571843461267803,0.21028285199063587,FALSE,FALSE,0,-5.468710352476718
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2013-06-01,0.0055,4,1,FALSE,18.019998168945335,2.9101570175081006,66.5,99.545,0.04983261704960762,-0.019634743755339912,FALSE,FALSE,0,-5.035953102080546
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2013-07-01,5e-4,6,1,FALSE,18.746667480468773,3.513066099380638,71.5,99.73,-0.33056831936761305,-0.03420103704465468,FALSE,FALSE,0,-6.502290170873972
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2013-08-01,0.001125,4,1,FALSE,18.820001220703148,1.6224007973466088,70.75,99.735,-0.9219443913548113,-0.1750519708726563,FALSE,FALSE,0,-6.153983476605757
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2013-09-01,9.5e-4,6,1,FALSE,18.85333658854169,4.186017399750467,67.83333333333333,99.64,-0.24361100891459841,0.8505186871708064,FALSE,FALSE,0,-6.239925906406482
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2013-10-01,0.00875,2,1,FALSE,14.034997558593773,4.494842900060091,71.25,100.125,-0.8275134302657,0.5551685050116423,FALSE,FALSE,0,-4.630487993972381
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2013-11-01,0.00728,5,1,FALSE,13.930004882812522,2.4528984696030767,63.8,100.43599999999999,-0.1881301094983799,0.0570980117156988,FALSE,FALSE,0,-4.793912310584969
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2013-12-01,0.00935,6,1,FALSE,10.63000386555992,2.151602507396504,63.333333333333336,100.06666666666666,-0.16727091965128274,0.7042824052965473,FALSE,FALSE,0,-4.570768759270758
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2014-01-01,0.0129,4,1,FALSE,12.619989013671898,3.9351954415938497,77.25,100.035,0.8492270284187915,0.515446917524874,FALSE,FALSE,0,-4.275866438845491
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2014-02-01,0.002833333333333333,6,1,FALSE,11.463332112630232,4.153182779862038,81.91666666666667,99.52,-0.33472327540210184,-0.06485105112246735,FALSE,FALSE,0,-5.5640205322810425
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2014-03-01,0.012466666666666668,6,1,FALSE,13.546665445963564,4.565361492798996,72.58333333333333,100.02,0.5280918838572098,0.10256240299290502,FALSE,FALSE,0,-4.307537782683142
0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,2014-04-01,0.0017833333333333334,6,1,FALSE,14.213321940104189,5.413442186732708,75.91666666666667,99.97333333333333,-0.03747323420209855,0.7523511792108037,FALSE,FALSE,0,-5.884106028787483
