monitor_id,date,air_temp,wind_speed,wind_dir,rhum,pres,month
060070002,2000-11-26,7.969995117187523,3.0851907166031065,256.504244675227,70.25,93.93,2000-11-01
060070002,2000-12-08,10.000024414062523,3.0004166885926185,90.95489952196652,69,93.45,2000-12-01
060070002,2000-12-20,9.519982910156273,1.1543473048739787,252.34967894890877,60.5,93.83,2000-12-01
060190008,2000-01-19,10.070001220703148,1.5001295191818682,132.83927792606374,91.5,90.68,2000-01-01
060190008,2000-01-31,5.200006103515648,4.059417606169904,114.29209504245125,93.25,90.51,2000-01-01
060190008,2000-02-12,5.070001220703148,4.7778299885493505,187.21432638070425,93.25,89.69,2000-02-01
060190008,2000-02-24,1.6700073242187727,6.604353245187856,87.91738420972285,84.25,89.96,2000-02-01
060190008,2000-03-07,3.7000061035156477,4.918090382733404,131.2079155458922,92.25,89.74,2000-03-01
060190008,2000-03-19,14.269982910156273,2.532209605438987,33.56443399764407,55.5,90.56,2000-03-01
060190008,2000-03-31,9.589990234375023,5.0564926234881336,71.67259808752476,45.75,90.61,2000-03-01
060190008,2000-04-12,17.550012207031273,2.6776166561083525,283.82860707381474,38,90.53,2000-04-01
060190008,2000-04-24,11.250024414062523,8.138057640089405,69.04837281558736,56,90.45,2000-04-01
060190008,2000-05-06,13.200006103515648,2.505668066799001,73.30068892608813,48,90.02,2000-05-01
060190008,2000-05-24,22.820001220703148,5.923680154454234,248.1986179200551,49.75,90.08,2000-05-01
060190008,2000-05-30,17.469995117187523,3.0999908447265625,90,34.25,89.88,2000-05-01
060190008,2000-06-11,16.719995117187523,5.400145609839327,67.8046064273102,40,90.09,2000-06-01
060190008,2000-06-23,22.700006103515648,4.039419489788883,109.8254879274321,34,90.05,2000-06-01
060190008,2000-07-05,16.219995117187523,1.3078215165565186,66.57108228680067,47.75,90.04,2000-07-01
060190008,2000-07-17,17.700006103515648,7.127102509825454,79.16308332594542,51.5,90.36,2000-07-01
060190008,2000-07-29,23.570001220703148,2.6800119952345796,104.03648082531657,30.75,90.24,2000-07-01
060190008,2000-08-10,20.320001220703148,2.8442955349001733,100.12466084868225,38.25,90.28,2000-08-01
060190008,2000-08-22,20.469995117187523,4.893109798334162,258.80493056611317,31,90.12,2000-08-01
060190008,2000-09-03,13.899987792968773,4.862401221836533,62.17008638311779,65.25,90.21,2000-09-01
060190008,2000-09-15,21.000024414062523,1.8755305499483308,21.914717203521775,55.75,90.34,2000-09-01
060190008,2000-09-27,19.420007324218773,0.8005653062562204,272.14748994028895,38.25,90.38,2000-09-01
060190008,2000-10-12,7.920007324218773,3.029257080856198,97.96957609599701,92,90.24,2000-10-01
060190008,2000-10-24,15.019982910156273,2.5009795859269053,88.39631893336139,46.75,90.48,2000-10-01
060190008,2000-11-02,9.670007324218773,2.223148951336501,261.7239090552522,55.25,90.47,2000-11-01
060190008,2000-11-20,6.399987792968773,2.7702666777502607,77.06747590385311,47.25,90.78,2000-11-01
060190008,2000-11-26,10.089990234375023,1.232234457322952,305.7539333168028,46.5,90.56,2000-11-01
060190008,2000-12-08,9.899987792968773,1.969868333177501,74.69369430158241,71.25,90.21,2000-12-01
060190008,2000-12-20,10.820001220703148,1.7031985434349852,55.28341996230904,37,90.55,2000-12-01
060250005,2000-01-01,10.589990234375023,5.100986519942687,268.876630086605,72.75,98.24,2000-01-01
060250005,2000-01-07,9.089990234375023,8.207531619980761,298.6884837176007,34.75,99.05,2000-01-01
060250005,2000-01-13,15.200006103515648,1.890209978352283,47.787260617990114,49.75,98.76,2000-01-01
060250005,2000-01-19,19.570001220703148,3.7528145167168816,23.559425998484528,43.25,98.36,2000-01-01
060250005,2000-01-25,21.149987792968773,0.9124098642468625,99.46295231147809,37,98.27,2000-01-01
060250005,2000-01-31,14.240014648437523,1.910494921420397,132.8790952231326,68.25,98.62,2000-01-01
060250005,2000-02-06,13.269982910156273,2.964269855529409,309.11250013158053,59,98.58,2000-02-01
060250005,2000-02-12,12.370019531250023,3.343410964126119,164.38426349175472,74.75,98.25,2000-02-01
060250005,2000-02-18,11.200006103515648,3.628229767420955,298.1188366220647,61.5,98.45,2000-02-01
060250005,2000-02-24,12.070001220703148,5.706356105256663,118.81079374297303,65.5,98.01,2000-02-01
060250005,2000-03-01,14.100000000000023,3.1529196577403544,287.91777032166505,54.75,98.3,2000-03-01
060250005,2000-03-07,8.320001220703148,3.527549028496055,82.83465192252805,76.75,98,2000-03-01
060250005,2000-03-13,21.420007324218773,6.000033347483719,270.1910260229029,27.25,97.95,2000-03-01
060250005,2000-03-19,20.850000000000023,3.3352039006047325,286.3702059169271,21,98.2,2000-03-01
060250005,2000-03-25,17.170007324218773,3.1022716502806325,284.7528433820474,32.75,98.02,2000-03-01
060250005,2000-03-31,16.920007324218773,5.542168720895529,32.772475361074214,35,97.89,2000-03-01
060250005,2000-04-06,20.149987792968773,2.2588728181774025,242.3004586558419,38.5,98,2000-04-01
060250005,2000-04-12,24.219995117187523,8.15208534718897,276.4798817831893,26.25,98.19,2000-04-01
060250005,2000-04-18,16.620019531250023,6.214413322818007,221.28138473668835,60.25,98.17,2000-04-01
060250005,2000-04-24,18.469995117187523,4.313423669766921,94.52090621137887,51.5,97.85,2000-04-01
060250005,2000-04-30,21.450006103515648,4.801266303566172,314.9155351712784,31.75,98.08,2000-04-01
060250005,2000-05-06,23.269982910156273,1.1045427327686357,185.19471555001846,36.5,97.64,2000-05-01
060250005,2000-05-12,18.740014648437523,4.918090382733404,48.792084454107794,23.75,98,2000-05-01
060250005,2000-05-18,19.920007324218773,5.1412467863577644,97.2633588507212,49.5,97.85,2000-05-01
060250005,2000-05-24,23.370019531250023,3.756017889448369,210.38827993500058,42.75,97.65,2000-05-01
060250005,2000-05-30,27.350000000000023,2.4008542842292924,138.20821049333472,34,97.36,2000-05-01
060250005,2000-06-05,25.649987792968773,2.8678233967923137,282.48535906362844,36.25,97.85,2000-06-01
060250005,2000-06-11,23.740014648437523,3.8000030517578125,270,37,97.59,2000-06-01
060250005,2000-06-17,22.969995117187523,6.090062122248401,238.63287211905597,51,97.14,2000-06-01
060250005,2000-06-23,26.649987792968773,2.0615624348888137,202.83363360709086,42.75,97.67,2000-06-01
060250005,2000-06-29,27.649987792968773,5.032385949990623,263.49627508042255,38.5,97.76,2000-06-01
060250005,2000-07-05,23.269982910156273,1.6124477644300035,119.74508305069594,35.25,97.7,2000-07-01
060250005,2000-07-11,25.200006103515648,5.143827349579951,262.5157962467822,35.5,97.75,2000-07-01
060250005,2000-07-17,28.719995117187523,4.20575497412231,87.00151407846903,27.75,97.8,2000-07-01
060250005,2000-07-23,29.649987792968773,2.3005432150888367,227.64243792102968,34,97.95,2000-07-01
060250005,2000-07-29,28.000024414062523,3.835370428112553,285.2681537112884,33.25,97.64,2000-07-01
060250005,2000-08-04,30.250024414062523,1.7777497201266492,287.00810740146477,38.25,97.73,2000-08-01
060250005,2000-08-10,29.990014648437523,4.298154572270884,287.46524585194635,27.75,97.57,2000-08-01
060250005,2000-08-16,30.620019531250023,0.994032475096343,53.59149971805829,36.25,97.96,2000-08-01
060250005,2000-08-22,25.920007324218773,9.051764082644093,256.4550612038031,40,97.69,2000-08-01
060250005,2000-08-28,25.649987792968773,3.257305303749424,252.12133636410795,46,97.64,2000-08-01
060250005,2000-09-03,22.370019531250023,1.6164500771966437,321.78314254170715,45.5,97.82,2000-09-01
060250005,2000-09-09,26.600000000000023,4.261264615470116,279.7276016617582,34,97.3,2000-09-01
060250005,2000-09-15,30.750024414062523,2.916868199421455,3.931606743382531,29.5,97.59,2000-09-01
060250005,2000-09-21,24.469995117187523,2.634699059821542,195.40759028989086,49,97.14,2000-09-01
060250005,2000-09-27,26.019982910156273,4.512199717332972,102.8042832414236,39.25,97.87,2000-09-01
060250005,2000-10-03,25.050012207031273,3.71570189549868,255.66461523889507,46,97.66,2000-10-01
060250005,2000-10-15,19.570001220703148,2.397101974466634,314.83107920236836,39.75,97.94,2000-10-01
060250005,2000-10-21,21.969995117187523,3.63324187988073,194.34234921821894,51.25,97.52,2000-10-01
060250005,2000-10-27,17.219995117187523,3.8160879793142715,264.7375175492863,57.75,97.61,2000-10-01
060250005,2000-11-02,13.399987792968773,3.195136259288358,352.80809023689636,55.5,98.11,2000-11-01
060250005,2000-11-08,10.350000000000023,4.465162059423025,341.72727227913026,31,98.14,2000-11-01
060250005,2000-11-14,11.670007324218773,9.006803221593009,267.7729142350754,38.75,98.19,2000-11-01
060250005,2000-11-28,18.019982910156273,3.5174570747200584,264.2893079358737,37.75,98.15,2000-11-01
060250005,2000-12-02,15.700006103515648,4.382245539035957,294.10843577614867,39,98.12,2000-12-01
060250005,2000-12-08,17.269982910156273,2.5203376689129806,18.506908287770045,44.5,97.98,2000-12-01
060250005,2000-12-14,12.589990234375023,1.3313577384653712,235.71327099360664,53.5,98.61,2000-12-01
060250005,2000-02-10,15.750024414062523,3.7155854083549924,275.2502208017251,61.5,98.29,2000-02-01
060250005,2000-12-26,10.700006103515648,6.1222824527938435,341.9200812637517,36.5,98.57,2000-12-01
060250005,2000-12-28,9.670007324218773,4.039569144366881,309.8781169293539,39.25,98.73,2000-12-01
060371002,2000-01-01,5.670007324218773,4.003610792452828,267.56642007991803,77.5,91.63,2000-01-01
060371002,2000-01-13,11.790002441406273,2.5806901301658405,125.53779593612808,49.25,92.34,2000-01-01
060371002,2000-01-25,12.339990234375023,4.606781304176753,159.67700158660512,84.75,91.85,2000-01-01
060371002,2000-02-06,8.219995117187523,5.188538725542686,292.3140635147864,73.75,92.29,2000-02-01
060371002,2000-02-18,6.550012207031273,3.3438918778392623,279.2931866265679,83.75,91.95,2000-02-01
060371002,2000-03-01,7.350000000000023,0.8030590090677813,84.99993833392318,81.75,91.82,2000-03-01
060371002,2000-03-13,15.969995117187523,5.529575452744069,282.42766223743024,47,91.7,2000-03-01
060371002,2000-03-25,12.839990234375023,4.831600187930467,256.59656345666895,47.25,91.67,2000-03-01
060371002,2000-04-06,16.519982910156273,0.6514543150847418,162.12142700524828,44.25,91.66,2000-04-01
060371002,2000-04-18,8.370019531250023,4.681890654188468,199.9831384292802,84.5,91.48,2000-04-01
060371002,2000-04-30,16.820001220703148,1.3528138761170272,318.29567169927003,33,91.9,2000-04-01
060371002,2000-05-12,13.120019531250023,5.169760368299257,68.19862191680369,29.75,91.81,2000-05-01
060371002,2000-05-24,21.839990234375023,2.1983033313767613,252.80127786719365,46.75,91.45,2000-05-01
060371002,2000-06-05,21.769982910156273,1.6560483183571275,208.88672521966575,33.25,91.69,2000-06-01
060371002,2000-06-17,21.420007324218773,2.093349988044874,205.46357848590938,44.5,91.01,2000-06-01
060371002,2000-06-29,24.899987792968773,4.895468221372501,241.4456391634315,38.75,91.6,2000-06-01
060371002,2000-07-11,21.399987792968773,6.868838611590835,261.8816876970212,41.25,91.62,2000-07-01
060371002,2000-07-23,26.870019531250023,7.577705431367368,117.85016898549401,32.75,91.85,2000-07-01
060371002,2000-08-04,25.820001220703148,1.8902212798819293,227.78757137804126,41.75,91.66,2000-08-01
060371002,2000-08-16,27.589990234375023,3.0769486529291874,152.9354367423557,32.5,91.91,2000-08-01
060371002,2000-08-28,21.920007324218773,4.417295956192045,230.32729113651376,46,91.5,2000-08-01
060371002,2000-09-09,21.800012207031273,4.601957150956303,117.01050158585451,39.5,91.14,2000-09-01
060371002,2000-09-21,20.600000000000023,2.9166533012213405,144.34813465598535,52.75,90.99,2000-09-01
060371002,2000-10-03,20.050012207031273,3.894880877005878,240.8024620860861,48.5,91.5,2000-10-01
060371002,2000-10-15,16.649987792968773,1.055502306810978,318.45650146222437,45,91.69,2000-10-01
060371002,2000-10-27,10.089990234375023,5.838536143329105,247.65191473432938,86,91.19,2000-10-01
060371002,2000-11-08,7.700006103515648,2.2600058496537514,352.37179213401475,46.5,91.77,2000-11-01
060371002,2000-11-20,14.420007324218773,0.6529919309742007,130.0301362513751,23.75,92.21,2000-11-01
060371002,2000-12-02,12.469995117187523,4.391141669167722,281.6937593181492,43.75,91.91,2000-12-01
060371002,2000-12-14,7.870019531250023,2.581182490992138,238.46505718995385,65.75,92.08,2000-12-01
060371002,2000-12-26,8.100000000000023,4.134256663737596,19.79358380949094,33.25,92.3,2000-12-01
060374002,2000-01-01,5.670007324218773,4.003610792452828,267.56642007991803,77.5,91.63,2000-01-01
060374002,2000-01-07,7.769982910156273,7.614525193400911,273.538791255144,31.25,92.59,2000-01-01
060374002,2000-01-13,11.790002441406273,2.5806901301658405,125.53779593612808,49.25,92.34,2000-01-01
060374002,2000-01-19,12.240014648437523,2.372104145317606,357.5837374491996,78.75,92.16,2000-01-01
060374002,2000-01-25,12.339990234375023,4.606781304176753,159.67700158660512,84.75,91.85,2000-01-01
060374002,2000-01-31,8.670007324218773,4.958924507935307,119.87385574012416,86,92,2000-01-01
060374002,2000-02-06,8.219995117187523,5.188538725542686,292.3140635147864,73.75,92.29,2000-02-01
060374002,2000-02-12,7.269982910156273,7.569013691474475,136.60601977564812,90.75,91.51,2000-02-01
060374002,2000-02-18,6.550012207031273,3.3438918778392623,279.2931866265679,83.75,91.95,2000-02-01
060374002,2000-02-24,4.170007324218773,4.472130495851118,100.3048989246829,88.5,91.37,2000-02-01
060374002,2000-03-01,7.350000000000023,0.8030590090677813,84.99993833392318,81.75,91.82,2000-03-01
060374002,2000-03-07,4.719995117187523,4.123107105943019,129.09395145534836,82.5,91.39,2000-03-01
060374002,2000-03-13,15.969995117187523,5.529575452744069,282.42766223743024,47,91.7,2000-03-01
060374002,2000-03-14,14.399987792968773,2.569128555215052,348.77756047439954,52.75,91.79,2000-03-01
060374002,2000-03-19,18.870019531250023,2.7929126567976503,111.42060930599098,27.25,91.86,2000-03-01
060374002,2000-03-25,12.839990234375023,4.831600187930467,256.59656345666895,47.25,91.67,2000-03-01
060374002,2000-03-31,13.250024414062523,3.1107659263388263,22.690688225390602,25.5,91.77,2000-03-01
060374002,2000-04-06,16.519982910156273,0.6514543150847418,162.12142700524828,44.25,91.66,2000-04-01
060374002,2000-04-12,19.769982910156273,5.107148378796507,266.9694789095449,30,91.97,2000-04-01
060374002,2000-04-18,8.370019531250023,4.681890654188468,199.9831384292802,84.5,91.48,2000-04-01
060374002,2000-04-24,15.670007324218773,7.283540998887041,98.68640566926388,42.25,91.57,2000-04-01
060374002,2000-04-30,16.820001220703148,1.3528138761170272,318.29567169927003,33,91.9,2000-04-01
060374002,2000-05-06,16.450006103515648,3.3339095526628184,157.04963777644093,54.75,91.35,2000-05-01
060374002,2000-05-12,13.120019531250023,5.169760368299257,68.19862191680369,29.75,91.81,2000-05-01
060374002,2000-05-18,17.500024414062523,1.830985092429952,55.007901567581996,51,91.62,2000-05-01
060374002,2000-05-24,21.839990234375023,2.1983033313767613,252.80127786719365,46.75,91.45,2000-05-01
060374002,2000-05-30,21.870019531250023,3.124106903644035,140.1945363989945,34.5,91.2,2000-05-01
060374002,2000-06-05,21.769982910156273,1.6560483183571275,208.88672521966575,33.25,91.69,2000-06-01
060374002,2000-06-11,18.920007324218773,1.8585291471734653,195.60655127269118,41.5,91.41,2000-06-01
060374002,2000-06-21,22.490014648437523,5.40534009233331,267.45514175974483,44.5,91.53,2000-06-01
060374002,2000-06-23,22.600000000000023,5.645037944389328,244.61524538298198,44.25,91.51,2000-06-01
060374002,2000-06-29,24.899987792968773,4.895468221372501,241.4456391634315,38.75,91.6,2000-06-01
060374002,2000-07-05,17.370019531250023,4.89274363430547,236.92709699456327,47.75,91.45,2000-07-01
060374002,2000-07-11,21.399987792968773,6.868838611590835,261.8816876970212,41.25,91.62,2000-07-01
060374002,2000-07-17,22.500024414062523,6.544983460342344,102.08249814641295,35,91.67,2000-07-01
060374002,2000-07-23,26.870019531250023,7.577705431367368,117.85016898549401,32.75,91.85,2000-07-01
060374002,2000-07-29,23.500024414062523,3.6448528495692076,261.00275786582915,35.25,91.64,2000-07-01
060374002,2000-08-04,25.820001220703148,1.8902212798819293,227.78757137804126,41.75,91.66,2000-08-01
060374002,2000-08-10,25.170007324218773,3.3305431081188783,262.2348930933751,27.75,91.57,2000-08-01
060374002,2000-08-16,27.589990234375023,3.0769486529291874,152.9354367423557,32.5,91.91,2000-08-01
060374002,2000-08-22,21.620019531250023,5.431840503901839,253.19963966851324,41,91.52,2000-08-01
060374002,2000-08-28,21.920007324218773,4.417295956192045,230.32729113651376,46,91.5,2000-08-01
060374002,2000-09-03,17.050012207031273,3.7947235416965004,108.43494882292202,61.5,91.59,2000-09-01
060374002,2000-09-09,21.800012207031273,4.601957150956303,117.01050158585451,39.5,91.14,2000-09-01
060374002,2000-09-15,24.600000000000023,3.971454694770592,100.88554368357995,47.5,91.65,2000-09-01
060374002,2000-09-21,20.600000000000023,2.9166533012213405,144.34813465598535,52.75,90.99,2000-09-01
060374002,2000-09-27,21.870019531250023,4.1328355121174685,97.22826464056914,39.75,91.75,2000-09-01
060374002,2000-10-03,20.050012207031273,3.894880877005878,240.8024620860861,48.5,91.5,2000-10-01
060374002,2000-11-20,14.420007324218773,0.6529919309742007,130.0301362513751,23.75,92.21,2000-11-01
060374002,2000-11-26,14.719995117187523,2.7440088502630937,126.70288289666684,39.5,91.94,2000-11-01
060374002,2000-12-02,12.469995117187523,4.391141669167722,281.6937593181492,43.75,91.91,2000-12-01
060374002,2000-12-08,12.000024414062523,0.4026135777085583,165.6198458913284,76.25,91.69,2000-12-01
060374002,2000-12-14,7.870019531250023,2.581182490992138,238.46505718995385,65.75,92.08,2000-12-01
060374002,2000-12-20,10.870019531250023,0.3944569546670768,30.465432544827593,32.5,91.93,2000-12-01
060374002,2000-12-26,8.100000000000023,4.134256663737596,19.79358380949094,33.25,92.3,2000-12-01
060374002,2000-01-28,6.769982910156273,3.316153188966005,74.79040967752564,63.5,92.12,2000-01-01
060374002,2000-03-15,15.820001220703148,2.2698177610859473,44.821334270410205,53,91.44,2000-03-01
060374002,2000-06-17,21.420007324218773,2.093349988044874,205.46357848590938,44.5,91.01,2000-06-01
060374002,2000-10-15,16.649987792968773,1.055502306810978,318.45650146222437,45,91.69,2000-10-01
060374002,2000-10-27,10.089990234375023,5.838536143329105,247.65191473432938,86,91.19,2000-10-01
060375001,2000-01-01,5.670007324218773,4.003610792452828,267.56642007991803,77.5,91.63,2000-01-01
060375001,2000-01-07,7.769982910156273,7.614525193400911,273.538791255144,31.25,92.59,2000-01-01
060375001,2000-01-13,11.790002441406273,2.5806901301658405,125.53779593612808,49.25,92.34,2000-01-01
060375001,2000-01-19,12.240014648437523,2.372104145317606,357.5837374491996,78.75,92.16,2000-01-01
060375001,2000-01-25,12.339990234375023,4.606781304176753,159.67700158660512,84.75,91.85,2000-01-01
060375001,2000-01-31,8.670007324218773,4.958924507935307,119.87385574012416,86,92,2000-01-01
060375001,2000-02-06,8.219995117187523,5.188538725542686,292.3140635147864,73.75,92.29,2000-02-01
060375001,2000-02-12,7.269982910156273,7.569013691474475,136.60601977564812,90.75,91.51,2000-02-01
060375001,2000-02-18,6.550012207031273,3.3438918778392623,279.2931866265679,83.75,91.95,2000-02-01
060375001,2000-02-24,4.170007324218773,4.472130495851118,100.3048989246829,88.5,91.37,2000-02-01
060375001,2000-03-01,7.350000000000023,0.8030590090677813,84.99993833392318,81.75,91.82,2000-03-01
060375001,2000-03-07,4.719995117187523,4.123107105943019,129.09395145534836,82.5,91.39,2000-03-01
060375001,2000-03-13,15.969995117187523,5.529575452744069,282.42766223743024,47,91.7,2000-03-01
060375001,2000-03-19,18.870019531250023,2.7929126567976503,111.42060930599098,27.25,91.86,2000-03-01
060375001,2000-03-25,12.839990234375023,4.831600187930467,256.59656345666895,47.25,91.67,2000-03-01
060375001,2000-03-31,13.250024414062523,3.1107659263388263,22.690688225390602,25.5,91.77,2000-03-01
060375001,2000-04-06,16.519982910156273,0.6514543150847418,162.12142700524828,44.25,91.66,2000-04-01
060375001,2000-04-12,19.769982910156273,5.107148378796507,266.9694789095449,30,91.97,2000-04-01
060375001,2000-04-18,8.370019531250023,4.681890654188468,199.9831384292802,84.5,91.48,2000-04-01
060375001,2000-04-27,21.950006103515648,4.742360221320109,132.43620257709813,36.5,91.54,2000-04-01
060375001,2000-04-30,16.820001220703148,1.3528138761170272,318.29567169927003,33,91.9,2000-04-01
060375001,2000-05-06,16.450006103515648,3.3339095526628184,157.04963777644093,54.75,91.35,2000-05-01
060375001,2000-05-12,13.120019531250023,5.169760368299257,68.19862191680369,29.75,91.81,2000-05-01
060375001,2000-05-18,17.500024414062523,1.830985092429952,55.007901567581996,51,91.62,2000-05-01
060375001,2000-05-24,21.839990234375023,2.1983033313767613,252.80127786719365,46.75,91.45,2000-05-01
060375001,2000-05-30,21.870019531250023,3.124106903644035,140.1945363989945,34.5,91.2,2000-05-01
060375001,2000-06-05,21.769982910156273,1.6560483183571275,208.88672521966575,33.25,91.69,2000-06-01
060375001,2000-06-11,18.920007324218773,1.8585291471734653,195.60655127269118,41.5,91.41,2000-06-01
060375001,2000-06-17,21.420007324218773,2.093349988044874,205.46357848590938,44.5,91.01,2000-06-01
060375001,2000-06-23,22.600000000000023,5.645037944389328,244.61524538298198,44.25,91.51,2000-06-01
060375001,2000-06-29,24.899987792968773,4.895468221372501,241.4456391634315,38.75,91.6,2000-06-01
060375001,2000-07-05,17.370019531250023,4.89274363430547,236.92709699456327,47.75,91.45,2000-07-01
060375001,2000-07-11,21.399987792968773,6.868838611590835,261.8816876970212,41.25,91.62,2000-07-01
060375001,2000-07-17,22.500024414062523,6.544983460342344,102.08249814641295,35,91.67,2000-07-01
060375001,2000-07-23,26.870019531250023,7.577705431367368,117.85016898549401,32.75,91.85,2000-07-01
060375001,2000-07-29,23.500024414062523,3.6448528495692076,261.00275786582915,35.25,91.64,2000-07-01
060375001,2000-08-04,25.820001220703148,1.8902212798819293,227.78757137804126,41.75,91.66,2000-08-01
060375001,2000-08-10,25.170007324218773,3.3305431081188783,262.2348930933751,27.75,91.57,2000-08-01
060375001,2000-08-16,27.589990234375023,3.0769486529291874,152.9354367423557,32.5,91.91,2000-08-01
060375001,2000-08-22,21.620019531250023,5.431840503901839,253.19963966851324,41,91.52,2000-08-01
060375001,2000-08-28,21.920007324218773,4.417295956192045,230.32729113651376,46,91.5,2000-08-01
060375001,2000-09-03,17.050012207031273,3.7947235416965004,108.43494882292202,61.5,91.59,2000-09-01
060375001,2000-09-09,21.800012207031273,4.601957150956303,117.01050158585451,39.5,91.14,2000-09-01
060375001,2000-09-15,24.600000000000023,3.971454694770592,100.88554368357995,47.5,91.65,2000-09-01
060375001,2000-09-22,16.019982910156273,2.952559899655127,158.12672497464132,71.25,90.79,2000-09-01
060375001,2000-09-27,21.870019531250023,4.1328355121174685,97.22826464056914,39.75,91.75,2000-09-01
060375001,2000-10-03,20.050012207031273,3.894880877005878,240.8024620860861,48.5,91.5,2000-10-01
060375001,2000-10-09,19.000024414062523,2.3584797349584954,140.5055910229297,49.5,91.59,2000-10-01
060375001,2000-10-15,16.649987792968773,1.055502306810978,318.45650146222437,45,91.69,2000-10-01
060375001,2000-10-21,17.450006103515648,3.3459788278512725,183.4267447414455,56.25,91.19,2000-10-01
060375001,2000-10-27,10.089990234375023,5.838536143329105,247.65191473432938,86,91.19,2000-10-01
060375001,2000-11-02,11.370019531250023,2.011562075231348,17.353791291200764,49.5,91.81,2000-11-01
060375001,2000-11-08,7.700006103515648,2.2600058496537514,352.37179213401475,46.5,91.77,2000-11-01
060375001,2000-11-14,7.920007324218773,1.8461829220981167,247.04584164149094,45.5,91.74,2000-11-01
060375001,2000-11-20,14.420007324218773,0.6529919309742007,130.0301362513751,23.75,92.21,2000-11-01
060375001,2000-11-26,14.719995117187523,2.7440088502630937,126.70288289666684,39.5,91.94,2000-11-01
060375001,2000-12-02,12.469995117187523,4.391141669167722,281.6937593181492,43.75,91.91,2000-12-01
060375001,2000-12-08,12.000024414062523,0.4026135777085583,165.6198458913284,76.25,91.69,2000-12-01
060375001,2000-12-14,7.870019531250023,2.581182490992138,238.46505718995385,65.75,92.08,2000-12-01
060375001,2000-12-20,10.870019531250023,0.3944569546670768,30.465432544827593,32.5,91.93,2000-12-01
060375001,2000-12-26,8.100000000000023,4.134256663737596,19.79358380949094,33.25,92.3,2000-12-01
060651003,2000-01-01,5.670007324218773,4.003610792452828,267.56642007991803,77.5,91.63,2000-01-01
060651003,2000-01-07,7.769982910156273,7.614525193400911,273.538791255144,31.25,92.59,2000-01-01
060651003,2000-01-13,11.790002441406273,2.5806901301658405,125.53779593612808,49.25,92.34,2000-01-01
060651003,2000-01-19,12.240014648437523,2.372104145317606,357.5837374491996,78.75,92.16,2000-01-01
060651003,2000-01-25,12.339990234375023,4.606781304176753,159.67700158660512,84.75,91.85,2000-01-01
060651003,2000-01-31,8.670007324218773,4.958924507935307,119.87385574012416,86,92,2000-01-01
060651003,2000-02-06,8.219995117187523,5.188538725542686,292.3140635147864,73.75,92.29,2000-02-01
