State Code,County Code,Site Num,Parameter Code,POC,latitude,longitude,Datum,Parameter Name,Sample Duration,Pollutant Standard,Date Local,Units of Measure,Event Type,Observation Count,Observation Percent,Arithmetic Mean,1st Max Value,1st Max Hour,AQI,Method Code,Method Name,Local Site Name,Address,State Name,County Name,City Name,CBSA Name,Date of Last Change,date,lon_360,day_idx,temp_k,uwnd,vwnd,rhum,pres,air_temp,wind_speed,wind_dir
42,101,0136,12128,1,39.927613,-75.222403,WGS84,Lead (TSP) STP,24 HOUR,Lead Quarterly 1978,2000-08-04,Micrograms/cubic meter (25 C),None,1,100,0.02,0.02,0,NA,092,HI-VOL - ATOMIC ABSORPTION,ON AMTRAK RIGHT OF WAY - NEAR AIRPORT HI SPEED LINE (ELECTRIFIED),"AMTRAK, 5917 ELMWOOD AVENUE",Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2021-11-09,2000-08-04,284.777597,217,294.95001220703125,3.100006103515625,1.4000091552734375,97.5,100.19,21.800012207031273,3.4014796010976713,245.69535250239863
42,101,0136,12128,1,39.927613,-75.222403,WGS84,Lead (TSP) STP,24 HOUR,Lead Quarterly 1978,2000-08-10,Micrograms/cubic meter (25 C),None,1,100,0.03,0.03,0,NA,092,HI-VOL - ATOMIC ABSORPTION,ON AMTRAK RIGHT OF WAY - NEAR AIRPORT HI SPEED LINE (ELECTRIFIED),"AMTRAK, 5917 ELMWOOD AVENUE",Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2021-11-09,2000-08-10,284.777597,223,297.1500244140625,3.1999969482421875,-0.089996337890625,88,99.79,24.000024414062523,3.201262221311,271.6109551254662
42,101,0136,12128,1,39.927613,-75.222403,WGS84,Lead (TSP) STP,24 HOUR,Lead Quarterly 1978,2000-08-16,Micrograms/cubic meter (25 C),None,1,100,0.03,0.03,0,NA,092,HI-VOL - ATOMIC ABSORPTION,ON AMTRAK RIGHT OF WAY - NEAR AIRPORT HI SPEED LINE (ELECTRIFIED),"AMTRAK, 5917 ELMWOOD AVENUE",Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2021-11-09,2000-08-16,284.777597,229,295.7200012207031,-2.8000030517578125,2.5200042724609375,87.75,100.02,22.570001220703148,3.767019859660212,131.9872297464683
42,101,0136,12128,1,39.927613,-75.222403,WGS84,Lead (TSP) STP,24 HOUR,Lead Quarterly 1978,2000-08-22,Micrograms/cubic meter (25 C),None,1,100,0.03,0.03,0,NA,092,HI-VOL - ATOMIC ABSORPTION,ON AMTRAK RIGHT OF WAY - NEAR AIRPORT HI SPEED LINE (ELECTRIFIED),"AMTRAK, 5917 ELMWOOD AVENUE",Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2021-11-09,2000-08-22,284.777597,235,293.1000061035156,9,2.339996337890625,55.25,101.27,19.950006103515648,9.29922485271442,255.42580563946098
42,101,0136,12128,1,39.927613,-75.222403,WGS84,Lead (TSP) STP,24 HOUR,Lead Quarterly 1978,2000-08-28,Micrograms/cubic meter (25 C),None,1,100,0.03,0.03,0,NA,092,HI-VOL - ATOMIC ABSORPTION,ON AMTRAK RIGHT OF WAY - NEAR AIRPORT HI SPEED LINE (ELECTRIFIED),"AMTRAK, 5917 ELMWOOD AVENUE",Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2021-11-09,2000-08-28,284.777597,241,294.75,4.4000091552734375,1.850006103515625,92.75,100.28,21.600000000000023,4.773112522195044,247.19543458539124
42,101,0136,12128,1,39.927613,-75.222403,WGS84,Lead (TSP) STP,24 HOUR,Lead Quarterly 1978,2000-09-03,Micrograms/cubic meter (25 C),None,1,100,0.03,0.03,0,NA,092,HI-VOL - ATOMIC ABSORPTION,ON AMTRAK RIGHT OF WAY - NEAR AIRPORT HI SPEED LINE (ELECTRIFIED),"AMTRAK, 5917 ELMWOOD AVENUE",Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2021-11-09,2000-09-03,284.777597,247,296.29998779296875,7.6999969482421875,2.6199951171875,98.25,100.04,23.149987792968773,8.133531054654267,251.2086535465263
42,101,0136,12128,1,39.927613,-75.222403,WGS84,Lead (TSP) STP,24 HOUR,Lead Quarterly 1978,2000-09-09,Micrograms/cubic meter (25 C),None,1,100,0.05,0.05,0,NA,092,HI-VOL - ATOMIC ABSORPTION,ON AMTRAK RIGHT OF WAY - NEAR AIRPORT HI SPEED LINE (ELECTRIFIED),"AMTRAK, 5917 ELMWOOD AVENUE",Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2021-11-09,2000-09-09,284.777597,253,293.91998291015625,8.8000030517578125,3.9199981689453125,83,100.65,20.769982910156273,9.6336098818398,245.98921826945036
42,101,0136,12128,1,39.927613,-75.222403,WGS84,Lead (TSP) STP,24 HOUR,Lead Quarterly 1978,2000-09-15,Micrograms/cubic meter (25 C),None,1,100,0.01,0.01,0,NA,092,HI-VOL - ATOMIC ABSORPTION,ON AMTRAK RIGHT OF WAY - NEAR AIRPORT HI SPEED LINE (ELECTRIFIED),"AMTRAK, 5917 ELMWOOD AVENUE",Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2021-11-09,2000-09-15,284.777597,259,292.70001220703125,7.6999969482421875,2.100006103515625,87.25,99.32,19.550012207031273,7.98122663741244,254.7448332604389
42,101,0136,12128,1,39.927613,-75.222403,WGS84,Lead (TSP) STP,24 HOUR,Lead Quarterly 1978,2000-09-21,Micrograms/cubic meter (25 C),None,1,100,0.03,0.03,0,NA,092,HI-VOL - ATOMIC ABSORPTION,ON AMTRAK RIGHT OF WAY - NEAR AIRPORT HI SPEED LINE (ELECTRIFIED),"AMTRAK, 5917 ELMWOOD AVENUE",Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2021-11-09,2000-09-21,284.777597,265,294.77001953125,3.600006103515625,3.600006103515625,75.24000549316406,99.61,21.620019531250023,5.091177456217717,225
42,101,0136,12128,1,39.927613,-75.222403,WGS84,Lead (TSP) STP,24 HOUR,Lead Quarterly 1978,2000-10-09,Micrograms/cubic meter (25 C),None,1,100,0.02,0.02,0,NA,092,HI-VOL - ATOMIC ABSORPTION,ON AMTRAK RIGHT OF WAY - NEAR AIRPORT HI SPEED LINE (ELECTRIFIED),"AMTRAK, 5917 ELMWOOD AVENUE",Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2021-11-09,2000-10-09,284.777597,283,280.1400146484375,-7.1999969482421875,-6.089996337890625,62.75,100.77,6.990014648437523,9.43016497470845,49.77435019402435
