"State Code","County Code","Site Num","Parameter Code","POC","Latitude","Longitude","Datum","Parameter Name","Sample Duration","Pollutant Standard","Date Local","Units of Measure","Event Type","Observation Count","Observation Percent","Arithmetic Mean","1st Max Value","1st Max Hour","AQI","Method Code","Method Name","Local Site Name","Address","State Name","County Name","City Name","CBSA Name","Date of Last Change"
"01","073","0023","12128",6,33.553056,-86.815,"WGS84","Lead (TSP) STP","24 HOUR","Lead Quarterly 1978","2006-01-11","Micrograms/cubic meter (25 C)","Included",1,100.0,0.0258,0.0258,0,"","089","HI-VOL - ICP/MS W/QUARTZ FILTER","North Birmingham","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","Birmingham-Hoover, AL","2021-11-08"
"01","073","0023","12128",6,33.553056,-86.815,"WGS84","Lead (TSP) STP","24 HOUR","Lead Quarterly 1978","2006-01-23","Micrograms/cubic meter (25 C)","Included",1,100.0,0.0059,0.0059,0,"","089","HI-VOL - ICP/MS W/QUARTZ FILTER","North Birmingham","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","Birmingham-Hoover, AL","2021-11-08"
"01","073","0023","12128",6,33.553056,-86.815,"WGS84","Lead (TSP) STP","24 HOUR","Lead Quarterly 1978","2006-02-04","Micrograms/cubic meter (25 C)","Included",1,100.0,0.002,0.002,0,"","089","HI-VOL - ICP/MS W/QUARTZ FILTER","North Birmingham","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","Birmingham-Hoover, AL","2021-11-08"
"01","073","0023","12128",6,33.553056,-86.815,"WGS84","Lead (TSP) STP","24 HOUR","Lead Quarterly 1978","2006-02-16","Micrograms/cubic meter (25 C)","Included",1,100.0,0.0148,0.0148,0,"","089","HI-VOL - ICP/MS W/QUARTZ FILTER","North Birmingham","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","Birmingham-Hoover, AL","2021-11-08"
"01","073","0023","12128",6,33.553056,-86.815,"WGS84","Lead (TSP) STP","24 HOUR","Lead Quarterly 1978","2006-02-28","Micrograms/cubic meter (25 C)","Included",1,100.0,0.02,0.02,0,"","089","HI-VOL - ICP/MS W/QUARTZ FILTER","North Birmingham","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","Birmingham-Hoover, AL","2021-11-08"
"01","073","0023","12128",6,33.553056,-86.815,"WGS84","Lead (TSP) STP","24 HOUR","Lead Quarterly 1978","2006-03-12","Micrograms/cubic meter (25 C)","Included",1,100.0,0.0053,0.0053,0,"","089","HI-VOL - ICP/MS W/QUARTZ FILTER","North Birmingham","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","Birmingham-Hoover, AL","2021-11-08"
"01","073","0023","12128",6,33.553056,-86.815,"WGS84","Lead (TSP) STP","24 HOUR","Lead Quarterly 1978","2006-03-24","Micrograms/cubic meter (25 C)","Included",1,100.0,0.0056,0.0056,0,"","089","HI-VOL - ICP/MS W/QUARTZ FILTER","North Birmingham","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","Birmingham-Hoover, AL","2021-11-08"
"01","073","0023","12128",6,33.553056,-86.815,"WGS84","Lead (TSP) STP","24 HOUR","Lead Quarterly 1978","2006-04-05","Micrograms/cubic meter (25 C)","Included",1,100.0,0.0413,0.0413,0,"","089","HI-VOL - ICP/MS W/QUARTZ FILTER","North Birmingham","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","Birmingham-Hoover, AL","2021-11-08"
"01","073","0023","12128",6,33.553056,-86.815,"WGS84","Lead (TSP) STP","24 HOUR","Lead Quarterly 1978","2006-04-17","Micrograms/cubic meter (25 C)","Included",1,100.0,0.0275,0.0275,0,"","089","HI-VOL - ICP/MS W/QUARTZ FILTER","North Birmingham","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","Birmingham-Hoover, AL","2021-11-08"
"01","073","0023","12128",6,33.553056,-86.815,"WGS84","Lead (TSP) STP","24 HOUR","Lead Quarterly 1978","2006-04-29","Micrograms/cubic meter (25 C)","Included",1,100.0,0.0529,0.0529,0,"","089","HI-VOL - ICP/MS W/QUARTZ FILTER","North Birmingham","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","Birmingham-Hoover, AL","2021-11-08"
"01","073","0023","12128",6,33.553056,-86.815,"WGS84","Lead (TSP) STP","24 HOUR","Lead Quarterly 1978","2006-05-11","Micrograms/cubic meter (25 C)","Included",1,100.0,0.0169,0.0169,0,"","089","HI-VOL - ICP/MS W/QUARTZ FILTER","North Birmingham","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","Birmingham-Hoover, AL","2021-11-08"
"01","073","0023","12128",6,33.553056,-86.815,"WGS84","Lead (TSP) STP","24 HOUR","Lead Quarterly 1978","2006-05-23","Micrograms/cubic meter (25 C)","Included",1,100.0,0.0113,0.0113,0,"","089","HI-VOL - ICP/MS W/QUARTZ FILTER","North Birmingham","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","Birmingham-Hoover, AL","2021-11-08"
"01","073","0023","12128",6,33.553056,-86.815,"WGS84","Lead (TSP) STP","24 HOUR","Lead Quarterly 1978","2006-06-04","Micrograms/cubic meter (25 C)","Included",1,100.0,0.0136,0.0136,0,"","089","HI-VOL - ICP/MS W/QUARTZ FILTER","North Birmingham","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","Birmingham-Hoover, AL","2021-11-08"
"01","073","0023","12128",6,33.553056,-86.815,"WGS84","Lead (TSP) STP","24 HOUR","Lead Quarterly 1978","2006-06-16","Micrograms/cubic meter (25 C)","Included",1,100.0,0.0377,0.0377,0,"","089","HI-VOL - ICP/MS W/QUARTZ FILTER","North Birmingham","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","Birmingham-Hoover, AL","2021-11-08"
"01","073","0023","12128",6,33.553056,-86.815,"WGS84","Lead (TSP) STP","24 HOUR","Lead Quarterly 1978","2006-06-28","Micrograms/cubic meter (25 C)","Included",1,100.0,0.0367,0.0367,0,"","089","HI-VOL - ICP/MS W/QUARTZ FILTER","North Birmingham","NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","Alabama","Jefferson","Birmingham","Birmingham-Hoover, AL","2021-11-08"
"01","073","0028","12128",6,33.529444,-86.850278,"WGS84","Lead (TSP) STP","24 HOUR","Lead Quarterly 1978","2006-01-11","Micrograms/cubic meter (25 C)","Included",1,100.0,0.0125,0.0125,0,"","089","HI-VOL - ICP/MS W/QUARTZ FILTER","","EAST THOMAS, FINLEY, 841 FINLEY AVE. BP.","Alabama","Jefferson","Birmingham","Birmingham-Hoover, AL","2021-11-08"
